artist,title,sales_price,sold_dummy,low_estimate,high_estimate,signiture,height,width,created,medium,auction_lot,auction_date,auction_location
Theo Meier,Woman with Offering,30600,1,20500,28180,Signed and Dated,76,55,1949,Oil / Canvas,175,2019/5/26,1
Theo Meier,Thai Temple,12240,1,10250,15370,Signed and Dated,75,55,1976,Oil / Canvas,176,2019/5/26,1
Soo Pieng Cheong,Sisters,61200,1,44840,57650,Signed and Dated,51.5,41,1978,Oil on silk laid on board,177,2019/5/26,1
Seah Joo,Weaver,7340,1,7690,11530,Signed and Dated,66,98,1960,Oil / Canvas on board,179,2019/5/26,1
Ho Khay Beng,Threshing,NA,0,10250,12810,Signed Lower Right,79.5,105.5,NA,Oil / Canvas,180,2019/5/26,1
Mu Hue Lim,Kampong Houses,NA,0,7690,10250,NA,54,39,NA,Oil / Canvas,181,2019/5/26,1
Yeh Chi Wei,Untitled,NA,0,15370,23060,Signed and Dated,82,52.5,1954,Oil / Canvas,182,2019/5/26,1
Anthony Poon,Fruit of the Toil,14540,1,15370,23060,NA,80.5,61.5,1964,Oil / Canvas,183,2019/5/26,1
Soo Pieng Cheong,River Life,61200,1,64050,89670,Signed and Dated,101,70.5,1978,Oil on jute canvas,186,2019/5/26,1
Aw Tee Hong,Singapore River,110170,1,35870,48680,Signed and Dated,76,482,1961-1983,Oil / Canvas,187,2019/5/26,1
Wee Beng Chong,Wharf,NA,0,89670,115290,Signed and Dated,92.5,183.5,1962,Oil / Canvas,188,2019/5/26,1
Tze Peng Lim,Boats,29070,1,19220,32030,Signed Monogram,65,84,NA,Oil / Canvas,189,2019/5/26,1
Sia Koeh,Singapore River,NA,0,10250,12810,Signed and Dated,75,100.5,1988,Oil / Canvas,190,2019/5/26,1
Tay Boon Pin,Untitled,NA,0,10250,15370,Signed and Dated,91,60,1967,Oil / Canvas,191,2019/5/26,1
Wenxi Chen,Boats by the Sea,91810,1,76860,102480,Signed Lower Right,68,85,NA,Oil / Canvas on board,192,2019/5/26,1
Chin Sye Tong,Street Scene,9950,1,7690,11530,Signed and Dated,94,137.5,1963,Oil / Canvas on board,193,2019/5/26,1
Tan Choon Ghee,Street Scene,12240,1,12810,19220,Signed and Dated,70,45,1979,Oil / Board,194,2019/5/26,1
Chua Mia Tee,Temple Street (Singapore Chinatown),19890,1,15370,23060,Signed and Dated,63,50,1976,Oil / Canvas,195,2019/5/26,1
Liu Kang,"Elephant Trunk Hill, Guilin",30600,1,25620,38430,Signed and Dated,84,103.5,1983,Oil / Canvas,196,2019/5/26,1
Tay Bak Koi,In View of Temple,NA,0,19220,25620,Signed,99.5,99,NA,Oil / Canvas,197,2019/5/26,1
Choo Keng Kwang,Temple,NA,0,7690,11530,Signed and Dated,64.5,83.5,1963,Oil / Canvas,198,2019/5/26,1
Ju Ping Kuo,Bridge,NA,0,6410,10250,NA,50.5,60,NA,Oil / Canvas,199,2019/5/26,1
Lai Foong Moi,Ship,19890,1,12810,19220,Signed and Dated,80,64.5,1960,Oil / Canvas,207,2019/5/26,1
Soo Pieng Cheong,Blue Landscape,137710,1,35870,48680,Signed and Dated,102,97,1963,Oil / Canvas,209,2019/5/26,1
Ibrahim Hussein,Homage,NA,0,48680,61490,Signed and Dated,126.5,101,1964,Oil / Canvas,211,2019/5/26,1
Ibrahim Hussein,Untitled,76510,1,64050,89670,Signed and Dated,139.5,144,1967,Acrylic / Canvas,212,2019/5/26,1
Jolly Koh,Reflection VI,9180,1,7690,10250,Signed and Dated,91,121.5,1996,Oil / Canvas,213,2019/5/26,1
Shrihadi Soedarsono,Two Dancers (Legong),91810,1,51240,64050,Signed and Dated,135,100,1986,Oil / Canvas,214,2019/5/26,1
Kusama Affandi,Penari Legong (Legong Dancer),153010,1,128100,192150,Signed and Dated,96,130,1975,Oil / Canvas,215,2019/5/26,1
Sindudarsono Sudjojono,The Dalem (Topeng Dance),198910,1,102480,128100,Signed and Dated,125,75,1979,Oil / Canvas,216,2019/5/26,1
Hendra Gunawan,Angon Kerban (Tending Buffalos),244820,1,230580,358680,Signed and Dated,72,104,1972,Oil / Canvas,217,2019/5/26,1
Manfong Lee,Two Doves,NA,0,30740,40990,Signed Lower Right,101.5,50,NA,Oil / Masonite,218,2019/5/26,1
Manfong Lee,Satay Seller,125470,1,51240,76860,Signed,95,38.5,NA,Oil / Masonite,219,2019/5/26,1
Sudjana Kerton,Kembang (Flower),15300,1,23060,35870,Signed and Dated,59.5,50.5,1981,Oil / Canvas,220,2019/5/26,1
Shrihadi Soedarsono,Horison dan Sawah (Horizon and Rice Field),99460,1,33310,46120,Signed and Dated,132,98,1986,Oil / Canvas,221,2019/5/26,1
Mochtar Apin,Lembayung Diapit Merah (Crimson accompanied with Red),12240,1,8970,11530,Signed and Dated,117.5,82,1986,Acrylic / Canvas,222,2019/5/26,1
Fajar Siddik,Landscape,12240,1,6410,8970,Signed and Dated,90.5,70.5,1990,Oil / Canvas,223,2019/5/26,1
Umi Dahlan,Perahu (Boats),13770,1,10250,12810,Signed and Dated,124,150,1993,Oil / Canvas,224,2019/5/26,1
Sunaryo,Barong,24480,1,20500,33310,Signed and Dated,145,145,1996,Oil / Canvas,225,2019/5/26,1
Mochtar Apin,Standing Nude,22950,1,19220,32030,Signed and Dated,114,78,1970,Oil / Canvas,226,2019/5/26,1
Nashar,Untitled,NA,0,6410,8970,Signed and Dated,90,120,1987,Oil / Canvas,227,2019/5/26,1
Shrihadi Soedarsono,Irama Tari Legong (Rhythm of Legong Dance),58140,1,48680,61490,Signed and Dated,130,100,1992,Oil / Canvas,228,2019/5/26,1
Sindudarsono Sudjojono,Caligula,168310,1,89670,153720,Signed and Dated,70,85,1979,Oil / Canvas,229,2019/5/26,1
Kusama Affandi,Cockfight,NA,0,87110,112730,Signed and Dated,110,142,1980,Oil / Canvas,230,2019/5/26,1
Kusama Affandi,Tangkuban Perahu,NA,0,128100,192150,Signed and Dated,116,148,1984,Oil / Canvas,231,2019/5/26,1
Hendra Gunawan,Mencari Kutu (Looking for Lice),NA,0,204960,320250,Signed and Dated,80,148,1973,Oil / Canvas,232,2019/5/26,1
Teh-Chun Chu,le 10 fév. 1978,168310,1,76860,115290,Signed,55,46,1978,Oil / Canvas,301,2019/5/26,1
Teh-Chun Chu,De toutes parts,367230,1,153720,230580,Signed and Dated,64.8,81,1995-1996,Oil / Canvas,302,2019/5/26,1
Leonard Tsuguharu Foujita,Untitled,632240,1,384300,512400,Signed and Dated,54.8,45.4,1932,Oil / Cloth,304,2019/5/26,1
Leonard Tsuguharu Foujita,Charrette sur la Plage (Cart on the Beach),64260,1,38430,64050,Signed and Dated,33,41,1917,Oil / Canvas,306,2019/5/26,1
Wou-Ki Zao,24.09.51,1043540,1,640500,768600,Signed Lower Right,45.5,54,1951,Oil / Canvas,309,2019/5/26,1
Wou-Ki Zao,20.09.76,779130,1,614880,871080,Signed and Dated,65.1,54,1976,Oil / Canvas,310,2019/5/26,1
Wou-Ki Zao,18.04.79,NA,0,742980,871080,Signed and Dated,54,65,1979,Oil / Canvas,311,2019/5/26,1
Zenzaburo Kojima,Mirror,88750,1,64050,89670,Signed Lower Left,97,130.5,1930,Oil / Canvas,319,2019/5/26,1
De-Jinn Shiy,PORTRAIT OF MS. SHEN WEN YUN,NA,0,128100,192150,Signed and Dated,71,60,1971,Oil / Canvas,320,2019/5/26,1
Walasse Ting,Autumn Flowers,321320,1,102480,153720,Signed and Dated,129,155.5,1967-1970,Acrylic / Canvas,321,2019/5/26,1
Walasse Ting,Lemon Tree,114760,1,102480,153720,Signed and Dated,141,188,1971,Acrylic / Canvas,322,2019/5/26,1
Walasse Ting,Outside Looks Raining,114760,1,96080,128100,Signed and Dated,153,186,1985,Oil and pastel / Paper,323,2019/5/26,1
Walasse Ting,Lobster Dinner,45900,1,32030,44840,Artist's Seal,97,90,NA,Acrylic / Paper,324,2019/5/26,1
Richard Lin,Squares 7 1968-1969,336630,1,153720,256200,NA,63.5,63.5,1968-1969,Oil and aluminum / Canvas,325,2019/5/26,1
Chin Hsiao,L' infinto N°2 (Infinity N°2),53550,1,61490,87110,Signed and Dated,100,120,1963,Acrylic / Canvas,327,2019/5/26,1
Chin Hsiao,Passage Through the Great Threshold - 124,84160,1,57650,89670,Signed and Dated,100,130,1992,Acrylic / Canvas,328,2019/5/26,1
Chin Hsiao,Untitled,19890,1,7690,15370,Signed and Dated,90,70,1962,Acrylic / Canvas,329,2019/5/26,1
Kan Ho,Untitled,12240,1,5120,7690,Signed and Dated,50,40,1975-1977,Oil / Canvas,331,2019/5/26,1
Kan Ho,Untitled,13010,1,5120,7690,Signed and Dated,50,40,1978,Oil / Canvas,332,2019/5/26,1
Kan Ho,Untitled,16830,1,6410,8970,Signed and Dated,50,50,1969-1970,Oil / Canvas,333,2019/5/26,1
Kan Ho,Untitled,6890,1,3843,6410,Signed and Dated,50,70,1965,Oil / Canvas,334,2019/5/26,1
Kan Ho,Untitled,8420,1,2562,5120,Signed and Dated,40,30,1999,Oil / Canvas,335,2019/5/26,1
Che Chuang,Untitled,84160,1,38430,64050,Signed and Dated,132,160,1994,Oil / Canvas,340,2019/5/26,1
Yan Hsia,Living Room,NA,0,35870,53800,Signed and Dated,72,118,1965,Oil / Canvas,342,2019/5/26,1
Hao Wu,Untitled,9180,1,7690,12810,Signed and Dated,101.5,101.5,1990,Oil / Canvas,343,2019/5/26,1
Pang Jiun,Pond Scene,183610,1,128100,256200,Signed and Dated,175,175,2018,Oil / Canvas,344,2019/5/26,1
Pang Jiun,Spring Scenery,73450,1,23060,33310,Signed and Dated,60.6,72.7,2011,Oil / Canvas,345,2019/5/26,1
Pang Jiun,"Clock Tower, Hong Kong",19890,1,16650,33310,Signed and Dated,73,60.5,2008,Oil / Canvas,346,2019/5/26,1
Liang Guan,Untitled,NA,0,230580,320250,Signed Lower Left,54.5,67.2,NA,Oil / Canvas,347,2019/5/26,1
Bon Yee,Bamboo Grove,22950,1,25620,38430,Signed Lower Right,41,51,1964,Oil / Masonite,348,2019/5/26,1
Zhongli Luo,Mother Taught Me a Song,NA,0,320250,448350,Signed and Dated,96,120,1991,Oil / Canvas,349,2019/5/26,1
Yifei Chen,Day’s End (Suzhou),306020,1,128100,230580,Signed Lower Right,86.4,107,1986,Oil / Canvas,350,2019/5/26,1
Yifu Fei,Village,30600,1,25620,38430,Signed and Dated,88.7,127,1959,Oil / Canvas,351,2019/5/26,1
Yunjie Yu,Magnificent Landscape,NA,0,25620,38430,Signed and Dated,85.9,136.5,1951,Oil / Canvas,352,2019/5/26,1
Han Wu Shen,Fishing port,48960,1,25620,38430,Signed Lower Right,122.3,91.4,2018,Oil / Canvas,353,2019/5/26,1
Teng-Hiok Chiu,Loch Bloom,29070,1,17930,30740,NA,61,76.8,NA,Oil / Canvas,358,2019/5/26,1
Teng-Hiok Chiu,Untitled,9180,1,8970,15370,NA,39,49.5,NA,Oil / Canvas,359,2019/5/26,1
Luis Chan,Orange Striped Monster,19890,1,6410,12810,Signed and Dated,50,74,1969,Acrylic / Paper,362,2019/5/26,1
Walasse Ting,Beauty,48960,1,32030,44840,Artist's Seal,64,99.5,NA,Ink and acrylic / Paper,363,2019/5/26,1
Seund Ja Rhee,Ceci s'accomplira,91810,1,76860,102480,Signed and Dated,60,81,1962,Oil / Canvas,368,2019/5/26,1
Seund Ja Rhee,Untitled,91810,1,64050,89670,Signed and Dated,81,100,1958,Oil / Canvas,369,2019/5/26,1
Tschang-Yeul Kim,Gouttes d’Eau (Waterdrops),NA,0,128100,256200,Signed and Dated,181,227.2,1983-2000,Oil on hemp cloth,371,2019/5/26,1
Myoung Young Choi,Sign of Equality 75-R,33660,1,23060,30740,Signed and Dated,73,91,1975,Oil / Canvas,373,2019/5/26,1
Moon Sup Shim,The Presentation,48960,1,44840,70460,Signed and Dated,131,162,2017,Acrylic / Canvas,374,2019/5/26,1
Atsuko Tanaka,Untitled,33660,1,23060,38430,Signed and Dated,26.5,21.5,1992,Vinyl paint / Canvas,379,2019/5/26,1
Sadamasa Motonaga,Work,NA,0,40990,53800,Signed and Dated,33.4,24.2,1962,Enamel paint of oil sased synthetic resin and pebbles / Canvas,380,2019/5/26,1
Sadamasa Motonaga,Work,NA,0,23060,35870,Signed and Dated,17.8,13.8,1965,Enamel paint of oil sased synthetic resin / Canvas,381,2019/5/26,1
Sadamasa Motonaga,Work,38250,1,38430,51240,Signed and Dated,52,64.5,1971,Oil and acrylic on canvas on wood panel,382,2019/5/26,1
Sadamasa Motonaga,Work,19890,1,19220,32030,Signed and Dated,27,24,1965,Enamel / Paper,383,2019/5/26,1
Natsuyuki Nakanishi,G/Z 5Z93-D,39780,1,32030,57650,NA,91,72.8,1993,Oil / Canvas,388,2019/5/26,1
Hisao Domoto,Untitled,27540,1,23060,35870,Signed and Dated,49,149,1959,Oil / Canvas,389,2019/5/26,1
Toshimitsu Imai,Untitled,45900,1,19220,32030,Signed and Dated,45,55,1966,Oil / Canvas,391,2019/5/26,1
Toshimitsu Imai,Untitled,9950,1,5120,10250,Signed and Dated,50.5,61.5,1953,Oil / Canvas,393,2019/5/26,1
Kishio Suga,Failure One,4896,1,3843,7690,Signed and Dated,33.5,29,2005,Oil on wood,394,2019/5/26,1
Kokuta Suda,Untitled,18360,1,3843,6410,Signed and Dated,52.5,74.5,1961,Oil / Canvas,395,2019/5/26,1
Yayoi Kusama,Dots,NA,0,153720,281820,Signed and Dated,22.7,15.8,1990,Acrylic / Canvas,396,2019/5/26,1
Yayoi Kusama,INFINITY NETS (GA. 5),NA,0,128100,192150,Signed and Dated,22,27.3,2001,Acrylic / Canvas,397,2019/5/26,1
Yayoi Kusama,INFINITY-NETS (OQPZO),529420,1,448350,576450,Signed and Dated,100,100,2008,Acrylic / Canvas,398,2019/5/26,1
Yayoi Kusama,Ripples,107110,1,89670,153720,Signed and Dated,45.5,38,1990,Acrylic / Canvas,399,2019/5/26,1
Yayoi Kusama,Stars Fell on Earth,130060,1,102480,153720,Signed and Dated,38,45.5,1988,Acrylic / Canvas,400,2019/5/26,1
Yayoi Kusama,PUMPKIN (OOSS),198910,1,153720,230580,Signed and Dated,22.7,15.8,2006,Acrylic / Canvas,401,2019/5/26,1
Yayoi Kusama,Pumpkin,382530,1,384300,512400,Signed and Dated,41,31.8,1981,Acrylic and cloth / Canvas,402,2019/5/26,1
Tomoo Gokita,Auris Externa,122410,1,44840,57650,Signed and Dated,73,60.8,2008,Acrylic and goauche / Canvas,405,2019/5/26,1
Tomoya Tsukamoto,Journey,122410,1,44840,70460,Signed and Dated,162,130,2018,Acrylic / Canvas,406,2019/5/26,1
Mitsuru Watanabe,Naoko Taking Bath in Rousseau’s Forest,30600,1,25620,38430,Signed and Titled,162,194,2018,Oil / Canvas,407,2019/5/26,1
Yoshitomo & Hiroshi Nara & Sugito,Andromeda Galaxy Hights,617550,1,256200,384300,NA,55,50,2004,Acrylic / Canvas,408,2019/5/26,1
Keiichi Tanaami,A Feast with Skeleton (Diptych),84160,1,44840,57650,NA,NA,NA,2009,Acrylic / Canvas,409,2019/5/26,1
Kei Hiraga,Box Series �?Head of a Parrot,12240,1,7690,11530,Signed and Dated,53,45.5,1981,Oil / Canvas,410,2019/5/26,1
Hiroyuki Matsuura,Bambi (Red Flasers),73450,1,38430,64050,Signed and Dated,194,130.5,2009,Acrylic and gold foil / Canvas,411,2019/5/26,1
Korehiko Hino,Me & Flower Garden,7650,1,12810,19220,Signed and Dated,130.3,162,2008,Oil / Canvas,418,2019/5/26,1
Korehiko Hino,Standing,NA,0,15370,23060,Signed and Dated,194,130.3,2003,Oil / Canvas,419,2019/5/26,1
Korehiko Hino,Your Face,NA,0,15370,23060,Signed and Dated,130,162,2007,Oil / Canvas,420,2019/5/26,1
Hyung-Koo Kang,W.A.R.H.O.L.,30600,1,44840,70460,NA,193.9,259.1,2007,Oil / Canvas,422,2019/5/26,1
Aya Takano,Secrets of the Thousand Year Spiral: Tashiro-Ota,76510,1,64050,89670,Signed and Dated,160,132,2013,Acrylic / Canvas,423,2019/5/26,1
Ayako Rokkaku,A Girl in Red Dress,145360,1,35870,44840,Signed and Dated,130.3,162,2008,Acrylic / Canvas,424,2019/5/26,1
Ke Chen,Be With You Will Not Be Lonely No. 2,7650,1,12810,19220,Signed and Dated,100,100,2005,Oil / Canvas,425,2019/5/26,1
Ke Chen,Shouting Star - Finally We Have to Lie on the Ground,15300,1,25620,38430,Signed and Dated,150,150,2009,Oil / Canvas,426,2019/5/26,1
Yuanwei Liang,Piece of Life,137710,1,115290,153720,Signed and Dated,140,120,2007,Oil / Canvas,428,2019/5/26,1
Duan Jianyu,Good Morning No. 10,91810,1,76860,102480,NA,170,110,NA,Oil / Canvas,429,2019/5/26,1
Kun Song,Flesh - Robot on Bed,64260,1,44840,57650,Signed and Dated,143,183.5,2011,Oil / Canvas,430,2019/5/26,1
Kun Song,A Life of Drama; & The Anger of Lu Shan,NA,0,15370,23060,NA,NA,NA,NA,Oil / Canvas,431,2019/5/26,1
Kong Lingnan,Twenty-eight Mansions �?Room,7340,1,5120,7690,Inscribed and Signed,90,120,2010,Oil / Canvas,432,2019/5/26,1
AY T Joe Christine,Barabas Lights #05,122410,1,115290,166530,Signed and Dated,170,135,2008,Acrylic / Canvas,433,2019/5/26,1
Jane Lee,Melt II,76510,1,48680,61490,NA,180,151,2016,Acrylic and heavy gel / Fiberglass,436,2019/5/26,1
Besta Bestrizal,Red Landscape,NA,0,12810,19220,Signed and Dated,150,200,2014,Charcoal and oil / Canvas,439,2019/5/26,1
Oky Rey Montha,Voyage,10710,1,8970,11530,Signed and Dated,200,150,2017,Acrylic / Canvas,441,2019/5/26,1
Arkiv Vilmansa,ARR NO. 4,4590,1,5120,6410,NA,180,120,2018,Acrylic / Canvas,442,2019/5/26,1
Natee Utarit,The Last Description of the Old Romantic,137710,1,25620,38430,Signed and Dated,160.5,120,2005,"Oil , wood stain and enamel / Canvas",444,2019/5/26,1
Ruben Pang,Metabolic,18360,1,10250,15370,Signed and Dated,129,86.5,2013,Oil and alkyd on aluminum composite panel,445,2019/5/26,1
Yeoh Choo Kuan,I Was Cured Alright,13010,1,8970,11530,Signed and Dated,90,75,2014,Oil and lacquer / Canvas,447,2019/5/26,1
Jirapat Tatsanasomboon,Hanuman is Upset!,NA,0,6410,8970,Signed and Dated,100,100.5,2005,Acrylic / Canvas,448,2019/5/26,1
Jose John Santos III,Jack in the Box,84160,1,8970,11530,Signed and Dated,92,61,2005,Oil / Canvas,449,2019/5/26,1
Jonathan Ching,Lords,NA,0,5120,7690,Signed Lower Right,152.5,183.5,2012,Acrylic / Canvas,451,2019/5/26,1
Rodel Tapaya,Ang Sabi-sabi,18360,1,5120,7690,Signed and Dated,78,60,2006,Acrylic / Burlap,452,2019/5/26,1
Liu Ye,Daydream,896650,1,89670,115290,Signed and Dated,22,29,1997,Acrylic / Canvas,453,2019/5/26,1
Fanzhi Zeng,Portrait 08-7-6,122410,1,89670,128100,Signed and Dated,26.5,26.3,2008,Oil / Canvas,454,2019/5/26,1
Wei Liu,Shameless,183610,1,153720,230580,Signed and Dated,120,100,2001,Oil / Canvas,455,2019/5/26,1
Xiaogang Zhang,Bloodline Series,183610,1,102480,153720,Signed and Dated,40,30,1996,Oil / Canvas,456,2019/5/26,1
Xiaodong Liu,The Grandson,91810,1,76860,115290,Signed and Dated,100,90,2009,Oil / Canvas,457,2019/5/26,1
Fanzhi Zeng,Untitled,275420,1,179340,204960,Signed Lower Right,140,90,2009-2010,Oil / Canvas,458,2019/5/26,1
Xingwei Wang,Sailor on the Hill,NA,0,230580,307440,Signed and Dated,199,299,2006,Oil / Canvas,459,2019/5/26,1
Qi Qin,White Goose,36720,1,25620,38430,Signed and Dated,100,150,2014,Oil / Canvas,460,2019/5/26,1
Qi Qin,White Hat,27540,1,23060,32030,Signed and Dated,160,200,2010,Oil / Canvas,461,2019/5/26,1
Luo Quanmu,Bee Keeping,13770,1,15370,23060,Signed and Titled,210,130,2011,Oil / Canvas,462,2019/5/26,1
Liu Weijian,In Hotel,NA,0,12810,19220,Signed and Dated,120,160,2011,Acrylic / Canvas,463,2019/5/26,1
Guangle Wang,Afternoon Series No. 10,NA,0,128100,192150,Signed and Dated,179,79,2003,Oil / Canvas,465,2019/5/26,1
Xiaofei Qiu,Twoer,NA,0,89670,128100,Signed and Dated,200,200,2010,Oil / Canvas,466,2019/5/26,1
Yuan Yuan,Waiting Underground,NA,0,51240,64050,Signed and Dated,150,119.8,2011,Oil / Canvas,467,2019/5/26,1
Meng-Hung Su,Birds and Butterflies of Red Land,21420,1,15370,25620,NA,259,193.8,2010,Acrylic / Canvas,468,2019/5/26,1
Joung Young-Ju,Choya 205 (A Remote Village),48960,1,25620,51240,Signed and Dated,112,162,2018,Acrylic on Korean paper mounted on canvas,470,2019/5/26,1
Jung-Yeon Min,Hibernation,3060,1,5120,7690,Signed and Dated,114,195,2009,Acrylic / Canvas,471,2019/5/26,1
Yoshitomo Nara,Q & A,1043540,1,486780,640500,Signed and Dated,67.9,54.6,1995,Acrylic / Canvas,475,2019/5/26,1
Yoshitomo Nara,Dog in the Night,588180,1,256200,384300,Signed and Dated,59.9,44.8,1995,Acrylic / Canvas,476,2019/5/26,1
Yoshitomo Nara,Meerschweinchen,153010,1,64050,76860,Signed and Dated,55,56,1993,Acrylic / Canvas,477,2019/5/26,1
Yoshitomo Nara,Big Dog on the Roman Bridge,NA,0,15370,28180,Signed and Dated,21,15,1996,"Colored Pencil , pen and acrylic / Paper",481,2019/5/26,1
Minjun Yue,Hat Series,260120,1,192150,320250,Signed and Dated,140,170,2005,Oil / Canvas,482,2019/5/26,1
Guangyi Wang,Great Criticism Series: Nike,NA,0,102480,153720,Signed and Dated,200,200,2005,Acrylic / Canvas,483,2019/5/26,1
Guangyi Wang,Visa Series,NA,0,64050,102480,Signed and Dated,150,150,1995,Oil / Canvas,484,2019/5/26,1
Shan Li,Continuation of Extension 1,NA,0,89670,115290,Signed and Dated,148,110,1987,Oil / Canvas,486,2019/5/26,1
Shan Li,Chaos (Universe) II,19890,1,12810,25620,Signed and Dated,111,86.3,1982,Oil / Canvas,487,2019/5/26,1
Xuhui Mao,Scissors and Corridor,NA,0,64050,102480,Signed and Dated,150,180,1994,Oil / Canvas,488,2019/5/26,1
Fang Lijun,Bubble,NA,0,76860,115290,Signed and Dated,140,180,2007,Oil / Canvas,489,2019/5/26,1
Yacai Qiu,Poet in Red,NA,0,44840,70460,Signed and Dated,156,127,1985,Oil / Canvas,490,2019/5/26,1
Yacai Qiu,Shy Teenager,NA,0,57650,83270,Signed Lower Right,131,96.8,1998,Oil / Canvas,491,2019/5/26,1
Zhao Zhao,Constellations,29070,1,23060,32030,Signed and Dated,180,150,2015,Oil / Canvas,494,2019/5/26,1
Jia Wei,Night and Day - Day,39780,1,32030,57650,Signed and Dated,199.8,159.9,2004,Acrylic / Canvas,495,2019/5/26,1
Yang Zhao,The Heavy Snow,15300,1,12810,19220,Signed and Dated,200,150,2015,Oil and acrylic / Canvas,496,2019/5/26,1
Molin Xie,Colour Drill No. 3,NA,0,12810,19220,Signed and Dated,102,102,2014,Acrylic / Canvas,497,2019/5/26,1
Yixin Shang,1624-97-70-1500-537-42,6120,1,8970,11530,Signed and Dated,NA,NA,2014,Acrylic / Canvas,498,2019/5/26,1
Yixin Shang,Carbon BLACK 925-97-40-2200-55g,NA,0,10250,15370,Signed and Dated,219,220,2014,Acrylic / Canvas,500,2019/5/26,1
Dehai Pan,Those Red Years �?Bridge,29070,1,12810,23060,Signed and Dated,170,200,2008,Oil / Canvas,502,2019/5/26,1
Da Chun Ji,Untitled,9180,1,3843,6410,Signed and Dated,150,110,2004,Oil / Canvas,503,2019/5/26,1
Feng Qin,Series Desire Scenery,NA,0,40990,51240,NA,152,153.4,2013,Ink and acrylic on linen paper,844,2019/5/27,1
Che Chuang,Rock,15300,1,12810,19220,NA,109,89.5,1991,Ink and acrylic / Paper,850,2019/5/27,1
Mi-Li-Tsun Nan,Mirror of the Mind,8420,1,5120,7690,NA,50,65,2019,Ink and acrylic / Canvas,856,2019/5/27,1
Fengmian Lin,Opera Series: Scene of Assassination of Wang Liao,NA,0,640500,1024800,Artist's Seal,53.3,44.5,c. 1956,Oil / Canvas,3,2019/11/23,1
Fengmian Lin,Opera Series: Zhang Fei,NA,0,640500,1024800,Artist's Seal,53.5,45,c. 1956,Oil / Canvas,4,2019/11/23,1
Chang Yu Sanyu,Five Nudes,37210530,1,32025000,70455000,Signed Lower Right,120,172,1950's,Oil / Masonite,7,2019/11/23,1
Fernando Botero,Couple with Still-life,NA,0,512400,704550,Signed and Dated,96.5,121.9,2013,Oil / Canvas,8,2019/11/23,1
Leonard Tsuguharu Foujita,Nu allongé au bras levé (Nude lying with raised arm),NA,0,3202500,4483500,Signed and Dated,89,146,1924,Oil / Canvas,11,2019/11/23,1
Morikazu Kumagai,Shin Kagura,NA,0,230580,281820,Signed and Dated,24.3,33.3,1970,Oil / Canvas on board,12,2019/11/23,1
Wayne Thiebaud,Jelly Roll,275420,1,307440,512400,Signed and Dated,19.4,25.4,1970,Pastel / Paperboard,13,2019/11/23,1
Wou-Ki Zao,Cité se Réveille (Rising City),4275140,1,3843000,5124000,Signed and Dated,65,100.2,1956,Oil / Canvas,14,2019/11/23,1
Wou-Ki Zao,24.12.59,10674070,1,10248000,15372000,Signed and Dated,160.7,111.8,1959,Oil / Canvas,15,2019/11/23,1
Wou-Ki Zao,27.03.70,5950310,1,4867800,6148800,Signed and Dated,130,195,1970,Oil / Canvas,16,2019/11/23,1
Kim Whanki,05-IV-71 #200 (Universe) (Diptych),12480220,1,6148800,7942200,Signed and Dated,254,127,1971,Oil / Cotton,17,2019/11/23,1
Teh-Chun Chu,Une belle journée (A Beautiful Day) (Diptych),3687570,1,3202500,4483500,Signed and Dated,160,130,1982,Oil / Canvas,19,2019/11/23,1
Teh-Chun Chu,Enchantement de la lumière (Enchanting Brightness),1484210,1,1281000,1921500,Signed and Dated,130,195,1997,Oil / Canvas,20,2019/11/23,1
