artist,title,sales_price,sold_dummy,low_estimate,high_estimate,signiture,height,width,created,medium,auction_lot,auction_date,auction_location
Qi Qin,Blue Raincoats (diptych),229520,1,64050,102480,NA,NA,NA,NA,Oil / Canvas,166,2018/11/25,1
Songsong Li,Oxygen Mask (diptych),122410,1,57650,96080,Signed and Dated,NA,NA,2009,Oil / Canvas,167,2018/11/25,1
Hyung-Koo Kang,Abe,61200,1,64050,89670,NA,194,259,2007,Oil / Canvas,168,2018/11/25,1
Tetsuya Ishida,Low-Rise,NA,0,204960,333060,Signed and Titled,45.5,53,2004,Oil and acrylic / Canvas,169,2018/11/25,1
Karou Ueda,Raw Egg H,7650,1,7690,12810,Signed and Dated,45.5,33.6,1987,Oil / Canvas,170,2018/11/25,1
Karou Ueda,Soapsuds D,NA,0,15370,28180,Signed and Dated,91.1,116.8,1979,Oil / Canvas,171,2018/11/25,1
Lee Kit,Lip Therapy with Vaseline,15300,1,10250,12810,NA,24,30,2012,"Acrylic , emulsion paint and inkjet ink on acid-fre board",178,2018/11/25,1
Kei Hiraga,Untitled,16830,1,7690,11530,Signed and Dated,64.5,54,1971,Oil / Canvas,179,2018/11/25,1
Kei Hiraga,Untitled,16830,1,7690,11530,Signed and Dated,55,46,1967,Oil / Canvas,180,2018/11/25,1
Kei Hiraga,Tea Ceremony in the Yesterday Hermitage - with Mr. Semimaru,26010,1,6410,10250,Signed and Dated,45.5,38,1984,Oil / Canvas,181,2018/11/25,1
Keiichi Tanaami,Spiral Pines (diptych),45900,1,30740,40990,Signed and Dated,NA,NA,2009,Acrylic / Canvas,182,2018/11/25,1
Aya Takano,"Rising, Floating Energy and Flowers",53550,1,38430,44840,NA,90.8,60.6,2013,Oil / Canvas,183,2018/11/25,1
Aya Takano,Present,NA,0,51240,64050,Signed and Dated,150,259,2011-2012,Acrylic / Canvas,184,2018/11/25,1
Hiroyuki Matsuura,Orange Toothache,68860,1,25620,38430,Signed and Dated,162,162,2009.5.3,Acrylic on lame on canvas,185,2018/11/25,1
Jin Ho Meyerson,Evolution of Perception,27540,1,23060,30740,Signed and Dated,90,120,2018,Oil / Canvas,186,2018/11/25,1
Kim Young-Hun,p1822 - Electronic Nostalgia,8420,1,8970,12810,Signed and Dated,150.2,150.1,2018,Oil / Canvas,187,2018/11/25,1
Im Jeong Eun,Firecracker 11,4284,1,3202,4483,Signed and Dated,97,145.6,2018,Oil / Canvas,188,2018/11/25,1
Park Kyung-Ryul,A Wolf Wearing an Apple Pendant,13770,1,32030,57650,Signed and Dated,170,250,2012,Acrylic / Canvas,189,2018/11/25,1
Ji Keun-Wook,Actual Dynamics - 2400,9180,1,7690,10250,Signed and Dated,120.1,184.3,2018,Acrylic and colored pencil / Canvas,190,2018/11/25,1
Oh Sun-Young,Run Away!,3060,1,3843,6410,Signed and Dated,162.4,130.2,2018,Oil / Canvas,191,2018/11/25,1
DongWook Suh,Afternoon-Living room-J.E.,NA,0,10250,19220,Signed and Dated,130.2,97.1,2015,Oil / Canvas,193,2018/11/25,1
Rhaomi,The Portrait of Liger and Tigon,7650,1,6410,12810,Signed Monogram,NA,NA,2017,"Pigment on Korean paper with gold leaf, diptych",194,2018/11/25,1
Na-Yul Kim,Cave Con,4590,1,3843,6410,Signed and Dated,131.4,131.3,2018,Oil / Linen,195,2018/11/25,1
Hong Seong-Joon,7029.7596.6202,3060,1,2562,5120,Signed and Dated,100.1,100,2018,Oil and acrylic / Canvas,196,2018/11/25,1
Choi Sun,Wastewater Painting,7340,1,5120,7690,Signed and Dated,194.1,130.3,2018,Acrylic / Canvas,198,2018/11/25,1
Yayoi Kusama,Pumpkin,229520,1,102480,153720,Signed and Dated,22.7,15.8,1990,Acrylic / Canvas,199,2018/11/25,1
Hasegawa Jun,Untitled,NA,0,12810,25620,NA,205.5,146,2007,Exterior paint on aluminum panel / Canvas,204,2018/11/25,1
Yacai Qiu,Fashionable Designer,NA,0,76860,102480,Signed Lower Right,130,97,1999,Oil / Canvas,205,2018/11/25,1
Chunya Zhou,TT Looking Back,NA,0,448350,640500,Signed and Dated,248,198.5,2007,Oil / Canvas,206,2018/11/25,1
Xiaogang Zhang,Bloodline Series No. 8,NA,0,102480,128100,Signed and Dated,59,48.5,2001,Oil / Canvas,208,2018/11/25,1
Xiaogang Zhang,Amnesia and Memory: Diary,379470,1,256200,333060,Signed and Dated,120,150,2003,Oil / Canvas,209,2018/11/25,1
Guangyi Wang,Great Criticism Series �?Pepsi,76510,1,76860,102480,Signed and Dated,150,120,2005,Acrylic / Canvas,210,2018/11/25,1
Minjun Yue,Free and at Leisure - 8,183610,1,192150,320250,Signed and Dated,140,140,2003,Oil / Canvas,211,2018/11/25,1
Xiaodong Liu,A Transsexual Getting Down Stairs,130060,1,38430,64050,Signed and Dated,152,137,2001,Oil / Canvas,212,2018/11/25,1
Xiaodong Liu,Sleeping and Insomnia Series No. 11,30600,1,16650,23060,Signed and Dated,33,38,1996,Oil / Canvas,213,2018/11/25,1
Shan Li,Untitled,36720,1,15370,28180,Signed and Dated,83,167,1998,Oil / Canvas,216,2018/11/25,1
Nishioka Ryota,The Highest Prosperity or Extremity of Rage? II,9180,1,8970,11530,Signed and Dated,103,145.5,2017,Acrylic on paper mounted on panel,220,2018/11/25,1
Joung Young-Ju,Disappearing Landscape (Blue) 718,48960,1,25620,51240,Signed and Dated,130.3,194,2018,Acrylic on Korean paper mounted on canvas / Canvas,221,2018/11/25,1
Dong Yoo Kim,Double Image,33660,1,11530,19220,Signed and Dated,112,145,1998,Acrylic on canvas laid on board,225,2018/11/25,1
Tomomi Nitta,Infinite Set 1,9950,1,7690,10250,NA,194,130.3,2009,Oil / Canvas,231,2018/11/25,1
Yu Yasuda,Floating with Tide,NA,0,7690,11530,NA,162,194,2012,Oil / Canvas,236,2018/11/25,1
Kaori Watanabe,Landscape of Old Port-Mykonos Island,NA,0,8970,12810,Signed and Dated,162,114,2009,Oil / Canvas,237,2018/11/25,1
Xiaodong Liu,Sleeping and Insomnia Series No. 11,36720,1,16650,23060,Signed and Dated,33,38,1996,Oil / Canvas,238,2018/11/25,1
Xiaodong Liu,Sleeping and Insomnia Series No. 28,36720,1,16650,23060,Signed and Dated,33,38,1996,Oil / Canvas,239,2018/11/25,1
Korehiko Hino,Blue Cloth,18360,1,25620,38430,Signed and Dated,130.3,97,2008,Oil / Canvas,241,2018/11/25,1
Sung Soo Kim,Melancholy,4590,1,3843,6410,Signed and Dated,130.5,194,2008,Oil / Canvas,243,2018/11/25,1
Jing-Dong Shen,Soldier Family,19890,1,10250,15370,Signed and Dated,150,200,2007,Oil / Canvas,244,2018/11/25,1
Guan Yong,Once Upon a Time,15300,1,12810,19220,Signed and Dated,130,160,2006,Oil / Canvas,246,2018/11/25,1
Tiehai Zhou,Mrs Henry White,15300,1,5120,10250,Signed and Dated,150,100,2006,Oil / Canvas,247,2018/11/25,1
Zhengjie Feng,Untitled,10710,1,8970,12810,Signed and Dated,150,150,2005,Oil / Canvas,248,2018/11/25,1
Zaidong Zheng,Man and Horse,2295,1,3843,6410,Signed and Dated,59.5,73,1985,Oil on paperboard on board,253,2018/11/25,1
Wou-Ki Zao,20.01.69,1921820,1,2049600,3074400,Signed and Dated,115.8,81,1969,Oil / Canvas,8009,2018/11/26,1
Chunya Zhou,Tree Series,3684510,1,3202500,4483500,Signed and Dated,195,130,1993,Oil / Canvas,8010,2018/11/26,1
Feng Qin,Series Desire Scenery No. 8745,39780,1,33310,46120,NA,152,160,2012,Ink and acrylic / Linen,815,2018/11/26,1
Jiecang Yang,These Are Still Flowers 1912-2012 (2),NA,0,40990,48680,NA,NA,NA,2012,Canvas,831,2018/11/26,1
Chongbin Zheng,Line With Shade No.2,NA,0,38430,51240,NA,178,134,2012,Ink and acrylic / Paper,840,2018/11/26,1
Chongbin Zheng,Linear Amplification,19890,1,12810,19220,NA,75,71.5,2014,Ink and acrylic / Paper,872,2018/11/26,1
Annysa Ng,"Tempus Fugit, Memento Mori",NA,0,6410,10250,NA,101.6,76.2,2017,Ink and acrylic / Linen,875,2018/11/26,1
Qi Baishi & Xiao Xun,Rock and Insects (4),36720,1,10250,12810,NA,NA,NA,NA,Oil / Canvas,1435,2018/11/26,1
KAWS,Untitled,130060,1,44840,70460,Signed and Dated,41,41,1999,Acrylic / Canvas,4,2019/3/29,1
KAWS,Untitled,114760,1,44840,70460,Signed and Dated,40,40,1999,Acrylic / Canvas,5,2019/3/29,1
George Condo,Untitled,107110,1,38430,57650,Signed and Dated,17.6,12.6,2000,Oil on clayboard,7,2019/3/29,1
George Condo,Untitled,107110,1,38430,57650,Signed and Dated,17.7,12.6,2000,Oil on clayboard,8,2019/3/29,1
Yayoi Kusama,Pumpkin,229520,1,102480,128100,Signed and Dated,18,14,1991,Acrylic / Canvas,10,2019/3/29,1
Yayoi Kusama,Hat,455970,1,204960,281820,Signed and Dated,45.5,53,1981,Acrylic / Canvas,11,2019/3/29,1
Yayoi Kusama,Coffee Cup,168310,1,89670,128100,Signed and Dated,22.5,15.7,1991,Acrylic / Canvas,12,2019/3/29,1
Yayoi Kusama,LOVE �?FOREVER,168310,1,44840,70460,Signed on Label,44,38,2005,"Acrylic on fiberglass, fabric cushion",15,2019/3/29,1
Tomoo Gokita,The Second Period of Rebelliousness,53550,1,12170,19220,Signed and Dated,50.5,39,2016,Acrylic and gouache / Paper,27,2019/3/29,1
Tomoya Tsukamoto,Drawing 001; 002; 003; 004; 006; 007; 008; & 011 (Eight works),13010,1,6410,10250,Signed and Dated,NA,NA,NA,Acrylic / Paper,35,2019/3/29,1
Leonard Tsuguharu Foujita,Fille,229520,1,89670,115290,Signed and Dated,33.5,24.5,1925,Oil / Canvas,36,2019/3/29,1
Richard Lin,Untitled,39780,1,32030,51240,NA,76,56,1958,Oil / Paper,49,2019/3/29,1
Chin Hsiao,Peace + Glory (Diptych),26010,1,15370,25620,Signed,NA,NA,1975,Acrylic / Canvas,56,2019/3/29,1
Chin Hsiao,Chi �?339,12240,1,5120,7690,Signed and Dated,48,94,1997,Acrylic / Paper,57,2019/3/29,1
Chung Ray Fong,99-37,29070,1,15370,23060,Signed and Titled,90,72,1999,Acrylic / Canvas,58,2019/3/29,1
Walasse Ting,Very Hot Day,68860,1,44840,70460,Signed and Dated,60,80,1986,Acrylic / Canvas,59,2019/3/29,1
Walasse Ting,Untitled,15300,1,12810,19220,Artist's Seal,63.5,96.5,NA,Ink and acrylic on paper laid on canvas,61,2019/3/29,1
Atsuko Tanaka,Work,84160,1,15370,25620,Signed on Reverse,22.7,16,1999,Acrylic and lacquer / Canvas on board,63,2019/3/29,1
Pacita Abad,It’s Not As Hard As It Seems,16830,1,10250,15370,Signed Lower Right,126.5,86,1998,Oil / Canvas,64,2019/3/29,1
Le Pho,Femme aux Fleurs Jaune (Woman with Yellow Flowers),33660,1,25620,38430,Signed,60,73,NA,Oil / Canvas,68,2019/3/29,1
Kei Hiraga,Window,61200,1,51240,76860,Signed and Dated,162,130.3,1998,Acrylic / Canvas,71,2019/3/29,1
Kei Hiraga,Untitled,6890,1,3843,6410,Signed and Dated,37.5,27.2,1970,"Acrylic , watercolour and ink / Paperboard",72,2019/3/29,1
Kei Hiraga,Tea Ceremony in the Yester Hermitage �?Tale at Night,9180,1,5760,9610,Signed and Dated,41,31.8,1984,Oil / Canvas,73,2019/3/29,1
Wei Liu,Baby,NA,0,115290,153720,Signed and Dated,49.7,49.7,1998,Oil / Canvas,75,2019/3/29,1
Xiaodong Liu,Sleeping and Insomnia Series No. 1,32130,1,17930,28180,Signed and Dated,33,38,1996,Oil / Canvas,76,2019/3/29,1
Xiaodong Liu,Sleeping and Insomnia Series No. 14,27540,1,17930,28180,Signed and Titled,33,38,1996,Oil / Canvas,77,2019/3/29,1
Xingwei Wang,Untitled (Intravenous Bottle),114760,1,128100,192150,Signed and Dated,135,135,2007,Oil / Canvas,78,2019/3/29,1
Chunya Zhou,Tibet,84160,1,70460,96080,Signed and Dated,63.5,77,1986,Oil / Canvas,79,2019/3/29,1
Kazuo Shiraga,Untitled,749760,1,128100,256200,Signed and Dated,45.5,53,1962,Oil / Canvas,21,2019/5/25,1
Seund Ja Rhee,Untitled,229520,1,128100,256200,Signed and Dated,100,81,1960,Oil / Canvas,22,2019/5/25,1
Richard Lin,Painting January 1964,NA,0,384300,512400,NA,101.5,126.9,1964,Oil / Canvas,23,2019/5/25,1
Soo Pieng Cheong,A Chinese Vermillion Tone,290720,1,64050,89670,Signed and Dated,91.5,127,1963,Oil / Canvas,24,2019/5/25,1
Shrihadi Soedarsono,Landscape,214220,1,64050,89670,Signed and Dated,130,205,1967,Oil / Canvas,25,2019/5/25,1
Chin Hsiao,Cosmo Radiante,122410,1,76860,102480,Signed and Dated,69,90,1965,Acrylic / Canvas,27,2019/5/25,1
Lucio Fontana,"Concetto spaziale, Attesa",676310,1,448350,640500,Signed and Titled,41,33,1966,Waterpaint / Canvas,28,2019/5/25,1
Anish (Sir) Kapoor,"Untitled, 2004",397220,1,461160,589260,Signed and Dated,150,150,2004,Synthetic wood and Japanese lacquer,29,2019/5/25,1
Serge Poliakoff,Composition abstraite,514730,1,281820,345870,Signed Lower Right,116,89,1952,Oil / Canvas,30,2019/5/25,1
Gerhard Richter,Abstraktes Bild,2365560,1,2049600,2946300,Inscribed and Signed,82.2,66.7,1986,Oil / Canvas,31,2019/5/25,1
Wou-Ki Zao,11.03.60,1924880,1,1281000,1537200,Signed and Dated,73,100,1960,Oil / Canvas,32,2019/5/25,1
Guanzhong Wu,Spring Shoots Among Bamboos,2512450,1,1024800,1537200,Signed and Dated,73.5,55,1975,Oil / Canvas,33,2019/5/25,1
Guanzhong Wu,Montmartre of Paris (V),1998330,1,1152900,1537200,Signed and Dated,61,50.5,1989,Oil / Canvas,34,2019/5/25,1
Wou-Ki Zao,17.01.66,12063420,1,9607500,11529000,Signed and Dated,146,114,1966,Oil / Canvas,36,2019/5/25,1
Wou-Ki Zao,Untitled,1484210,1,1537200,2049600,Signed Lower Right,54,73,1951,Oil / Canvas,37,2019/5/25,1
Wou-Ki Zao,Triptyque 1987-1988,21788820,1,15372000,19215000,Signed and Dated,NA,NA,1987-88,Oil / Canvas,38,2019/5/25,1
Gee Yun,Double Self Portrait,183610,1,153720,256200,Signed and Dated,28.5,42,1926,Oil / Paperboard,41,2019/5/25,1
Morikazu Kumagai,Camellia,168310,1,128100,192150,Signed and Dated,15.8,22.7,1972,Oil / Panel,42,2019/5/25,1
Walasse Ting,Love Me Love Me,168310,1,108890,192150,Signed and Dated,140,202,1973,Acrylic and pastel / Paper,43,2019/5/25,1
Fengmian Lin,Opera Series: Guan Yu releases Cao Cao at Huarong Trail,823200,1,512400,1152900,Signed Lower Right,56.8,41.7,c. 1960's,Oil / Canvas,44,2019/5/25,1
Fengmian Lin,Opera Series: Beauty defies Tyranny,1307940,1,512400,1152900,Signed,56.8,41.7,c. 1960's,Oil / Canvas,45,2019/5/25,1
Wou-Ki Zao,02.01.65 (Estimate on Request),NA,0,NA,NA,Signed and Dated,162,200,1965,Oil / Canvas,46,2019/5/25,1
Wou-Ki Zao,21.04.64,3393790,1,3586800,4867800,Signed and Dated,80.5,130,1964,Oil / Canvas,47,2019/5/25,1
Wou-Ki Zao,Nu couché (Reclining Nude),2292110,1,2562000,3202500,Signed and Dated,54,81.4,1952,Oil / Canvas,48,2019/5/25,1
Teh-Chun Chu,Stability,1631100,1,896700,1152900,Signed and Dated,200,200,1993,Oil / Canvas,49,2019/5/25,1
Teh-Chun Chu,No. 229,4699900,1,3650850,4483500,Signed and Dated,130,195,1966,Oil / Canvas,50,2019/5/25,1
Teh-Chun Chu,No. 273,455970,1,448350,576450,Signed and Dated,65,62,1968,Oil / Canvas,51,2019/5/25,1
Pham Hau,Young Cowherds in Tonkinese Landscape,455970,1,128100,204960,Signed Lower Right,80,151,c. 1938,Lacquer / Panel,53,2019/5/25,1
Soo Pieng Cheong,Sarawak Sisters,214220,1,192150,320250,Signed and Dated,75,59.5,1953,Oil / Board,54,2019/5/25,1
Soo Pieng Cheong,Sarawak Life,214220,1,128100,230580,Signed and Dated,101.5,81.5,1976,Oil / Canvas,55,2019/5/25,1
Adrien Jean Le Mayeur de Merpres,Women Weaving,1190430,1,768600,1024800,Signed Lower Left,100,120,NA,Oil / Canvas,56,2019/5/25,1
Adrien Jean Le Mayeur de Merpres,Women Spinning and Weaving,544110,1,512400,768600,Signed Lower Left,73,88,NA,Oil / Canvas,57,2019/5/25,1
Isaac Lazarus Israels,Portrait of Raden Mas Jodjana,529420,1,204960,333060,Signed Lower Right,220,110,c. 1915-16,Oil / Canvas,58,2019/5/25,1
Sudjana Kerton,Wayang Golek,602860,1,204960,333060,Signed and Dated,100.5,150.5,1982,Oil / Canvas,59,2019/5/25,1
Kusama Affandi,Self-Portrait,183610,1,153720,230580,Signed Monogram,126,100,1965,Oil / Canvas,60,2019/5/25,1
Kusama Affandi,Nude,183610,1,153720,230580,Signed Monogram,98,130,1966,Oil / Canvas,61,2019/5/25,1
Fernando Botero,The Card Players,602860,1,512400,704550,Signed and Dated,71,92,2011,Oil / Canvas,62,2019/5/25,1
Liu Ye,Painter and Model,1263870,1,640500,1024800,Signed and Dated,80,100,2010,Acrylic / Canvas,66,2019/5/25,1
Fanzhi Zeng,Mask,2879670,1,2818200,3843000,Signed and Dated,198.7,149.4,1996,Oil / Canvas,68,2019/5/25,1
Xiaogang Zhang,Bloodline Series : The Big Family No. 10,1557660,1,1152900,1665300,Signed and Dated,200,300,2000,Oil / Canvas,69,2019/5/25,1
Minjun Yue,Untitled,NA,0,640500,896700,Signed and Dated,200,220,2005,Oil / Canvas,70,2019/5/25,1
Chunya Zhou,Buoyant Smiles,529420,1,448350,640500,Signed and Dated,149.3,200,2011,Oil / Canvas,71,2019/5/25,1
Chunya Zhou,Stone Series - The Tree Connected to Stone,3981360,1,2305800,3074400,Signed and Dated,195,130,1993,Oil / Canvas,72,2019/5/25,1
George Condo,Blue Portrait Composition,397220,1,256200,384300,NA,153,105.4,2013,Ink and acrylic and gesso / Paper,73,2019/5/25,1
KAWS,ARMED AWAY,2953120,1,1537200,2049600,Signed and Dated,223.2,503,2014,Acrylic / Canvas,74,2019/5/25,1
Yoshitomo Nara,HOME,1704550,1,896700,1152900,Signed and Dated,135.3,123.3,2011,Acrylic / Wood,75,2019/5/25,1
Yoshitomo Nara,Sleepless Night (Cat),4275140,1,2305800,3586800,Signed and Dated,120,110,1999,Acrylic / Canvas,76,2019/5/25,1
Yayoi Kusama,Pumpkin,896650,1,512400,640500,Signed and Dated,38,45.5,1998,Acrylic / Canvas,77,2019/5/25,1
Yayoi Kusama,Infinity Net (TWHOQ) (In three parts),3393790,1,3202500,4483500,Signed and Dated,NA,NA,2006,Acrylic / Canvas,79,2019/5/25,1
Yayoi Kusama,COSMOS,1631100,1,192150,320250,Signed and Dated,162,130,1993,Acrylic / Canvas,80,2019/5/25,1
Gunther Forg,Untitled (In four parts),NA,0,56360,79420,Signed and Dated,NA,NA,2001,Acrylic on lead on wood,81,2019/5/25,1
Sean Scully,Wall of Light Fez,823200,1,704550,1024800,NA,160,160,2015,Oil / Linen,82,2019/5/25,1
David Diao,Twin Dragons (Triptych),153010,1,128100,192150,Signed and Dated,NA,NA,2000,Acrylic and silkscreen / Canvas,83,2019/5/25,1
David Salle,Ice Flow (In two parts),198910,1,166530,243390,Signed and Dated,NA,NA,2001,Oil and acrylic on canvas and linen,84,2019/5/25,1
George Condo,The Hamptonites,749760,1,512400,640500,Signed and Dated,101.3,73.4,2004,Oil / Canvas,86,2019/5/25,1
Xiaodong Liu,Mountain Inwang,NA,0,294630,422730,Signed and Dated,200,200,2008,Oil / Canvas,87,2019/5/25,1
Madsaki,American Gothic 2,114760,1,38430,64050,Signed and Dated,75,63,2015,House paint and aerosol / Canvas,4,2019/5/25,1
David Chan,The Saviour (Diptych),61200,1,25620,38430,Signed and Dated,120,320,2015,Oil / Linen,5,2019/5/25,1
Natee Utarit,Reconciliation,168310,1,89670,115290,Signed and Dated,160,140,2012,Oil / Linen,6,2019/5/25,1
Duan Jianyu,The Mountains and Water Always Echo Our Love No. 1,336630,1,153720,256200,Signed and Dated,179.5,249,2015,Oil / Canvas,7,2019/5/25,1
Aili Jia,The Wasteland,2218660,1,1024800,1281000,Signed and Dated,267,200,2007,Oil / Canvas,8,2019/5/25,1
Ronald Ventura,Voids and Cages (Untitled),290720,1,102480,153720,Signed and Dated,213.5,152,2013,Oil / Canvas,9,2019/5/25,1
Harold Ancart,Untitled,382530,1,121700,153720,Signed on Label,129.7,103,2017,Oilstick and graphite on paper laid down on panel,11,2019/5/25,1
Yuxing Huang,Ebb and Flow (Diptych),275420,1,192150,320250,Signed and Dated,208,516,2015-2016,Acrylic / Canvas,12,2019/5/25,1
AY T Joe Christine,Layers of Transcendence,NA,0,230580,358680,Signed and Dated,70,110,2012,Oil / Canvas,13,2019/5/25,1
Tomoo Gokita,Sinister Exaggerator,229520,1,128100,256200,Signed and Dated,194,259,2008,Acrylic and gouache / Canvas,14,2019/5/25,1
Yuanwei Liang,Untitled 2013.17,632240,1,384300,512400,NA,250,200,2013,Oil / Canvas,15,2019/5/25,1
Guangle Wang,Terrazzo 201207,455970,1,358680,448350,Signed and Dated,180,150,2012,Oil / Canvas,16,2019/5/25,1
Nanxing Xie,Untitled (Wall),455970,1,358680,448350,Signed and Dated,220,380,2000,Oil / Canvas,17,2019/5/25,1
Yuan Yuan,Thermae,137710,1,115290,153720,Signed and Dated,213,180,2010,Oil / Canvas,18,2019/5/25,1
Vu Cao Dam,Amoureux (Lovers),36720,1,12810,20500,Signed Lower Right,65,54.5,c. 1978,Oil / Canvas,101,2019/5/26,1
Vu Cao Dam,Le Bois Fleuri (The Flowery Wood),61200,1,307440,409920,Signed and Dated,81,99.5,1964,Oil / Canvas,102,2019/5/26,1
Le Pho,Nue (Nude),1337320,1,512400,768600,Signed and Dated,90.5,180.5,1931,Oil / Canvas,107,2019/5/26,1
Nguyen Gia Tri,Femmes (Ladies),114760,1,89670,115290,Signed Lower Left,80,60,1968,Lacquer / Panel,113,2019/5/26,1
Vu Cao Dam,Divinité (Divinity),76510,1,30740,40990,Signed and Dated,129,95.5,1983,Oil / Canvas,114,2019/5/26,1
Le Pho,Composition,122410,1,38430,51240,Signed Lower Right,114.5,146.5,c. 1972,Oil / Canvas,115,2019/5/26,1
Tran Van Can,La Jeune Fille (The Vietnamese Girl),137710,1,23060,35870,Signed and Dated,65,52.5,1937,Oil / Canvas,116,2019/5/26,1
Nguyen Gia Tri,Ladies in the Garden,48960,1,48680,61490,Signed Lower Right,135,95,c. 1970's,Lacquer / Panel,121,2019/5/26,1
Pham Van Don,Halong Bay,24480,1,8970,11530,Signed Lower Left,40.5,60,NA,Lacquer / Panel,122,2019/5/26,1
Nguyen Tu Nghiem,Ancient Dance,26010,1,23060,35870,Signed Monogram,80,95,1974,Lacquer / Panel,123,2019/5/26,1
Nguyen van Trung,Mother & Child,24480,1,20500,33310,Signed and Dated,149,149,1999,Oil / Canvas,124,2019/5/26,1
Nguyen van Trung,Blue Buds,19890,1,10250,15370,Signed and Dated,95,95,1992,Oil / Canvas,125,2019/5/26,1
Le Pho,Deux filles dans le jardin (Two Girls in the Flower Garden),114760,1,64050,89670,Signed Lower Left,115,147,c. 1975,Oil / Canvas,127,2019/5/26,1
Le Pho,La Lecture (Reading),99460,1,48680,61490,Signed Lower Left,130,89.5,c. 1975,Oil / Canvas,128,2019/5/26,1
Vu Cao Dam,Maternité (Maternity),53550,1,23060,35870,Signed and Dated,79,58,1977,Oil / Canvas,130,2019/5/26,1
Sompot Upa-In,Untitled,24480,1,19220,32030,NA,90,64,c. 1970,Oil / Board,139,2019/5/26,1
Damrong Wong-Uparaj,Nipa Palm Leaf Roof,27540,1,23060,35870,Signed and Dated,85,85,1990,Oil / Canvas,140,2019/5/26,1
Pratuang Emjaroen,Happiness in the Field,27540,1,12810,23060,Signed and Dated,75,90,1990,Oil / Canvas,141,2019/5/26,1
San Win,The Village,27540,1,28180,40990,Signed and Dated,49,53.5,1977,Oil / Canvas,142,2019/5/26,1
Ngwe Gaing,Port Scene,29070,1,28180,35870,Signed Lower Left,39.5,49.5,NA,Oil / Board,143,2019/5/26,1
San Win,Still Life,22950,1,23060,32030,Signed and Dated,45,35.5,1946,Oil / Board,144,2019/5/26,1
U Ba Kyi,Thingyan Festival,9950,1,10250,12810,Signed and Dated,47,84,1962,Oil / Canvas,145,2019/5/26,1
Gywe U Lun,Nude,16830,1,10250,12810,Signed and Dated,61,46,2003,Oil / Canvas,146,2019/5/26,1
U Kin Maung,Pagoda Land,NA,0,12810,19220,Signed Lower Right,50.5,122,NA,Oil / Canvas,147,2019/5/26,1
Fernando Cueto Amorsolo,Harvest,168310,1,64050,115290,Signed and Dated,38,55,1930,Oil / Board,148,2019/5/26,1
Fernando Cueto Amorsolo,Pounding Rice,64260,1,44840,57650,Signed and Dated,76.5,61,1960,Oil / Canvas,149,2019/5/26,1
Fernando Cueto Amorsolo,Maiden with Fruits,91810,1,35870,48680,Signed and Dated,50,40,1951,Oil / Canvas,150,2019/5/26,1
Fernando Cueto Amorsolo,Harvesting Perales,104050,1,48680,61490,Signed and Dated,45.5,61,1949,Oil / Canvas,151,2019/5/26,1
Fernando Cueto Amorsolo,Fruit Seller,183610,1,38430,51240,Signed and Dated,71.5,97,1954,Oil / Canvas on board,152,2019/5/26,1
Fernando Cueto Amorsolo,Boat by the Beach,61200,1,28180,40990,Signed and Dated,40,61,1957,Oil / Canvas,153,2019/5/26,1
Fernando Cueto Amorsolo,Bathing by the Stream,68860,1,33310,46120,Signed and Dated,54.5,45,1951,Oil / Canvas,154,2019/5/26,1
Jose Tanig Joya,Untitled,68860,1,15370,30740,Signed and Dated,51,68,1961,Oil / Paper,155,2019/5/26,1
Federico Aguilar Alcuaz,New York,18360,1,15370,23060,Signed and Dated,48.5,76,1967,Oil / Canvas,157,2019/5/26,1
Romeo Villalva Tabuena,Pounding Rice,4590,1,4867,6150,Signed and Dated,88,59,1960,Oil on showcard,158,2019/5/26,1
Romeo Villalva Tabuena,Candy Seller,4590,1,4483,5760,NA,43,53,1960,Oil / Canvas,159,2019/5/26,1
Romeo Villalva Tabuena,Landscape with Houses,13770,1,5760,8330,Signed and Dated,50.5,76,1956,Oil / Board,160,2019/5/26,1
Antonio Maria Blanco,Corner in the Blanco Studio,99460,1,51240,76860,Signed,51.5,41,1960,Oil / Canvas,165,2019/5/26,1
Antonio Maria Blanco,Gembala Sapi (Herding Cow),22950,1,25620,35870,Inscribed and Signed,57.5,50.5,NA,Oil / Canvas on board,166,2019/5/26,1
Raden (Prince) Saleh,View of Dieng Plateau,244820,1,128100,230580,Signed and Dated,46,75.5,1872,Oil / Canvas,167,2019/5/26,1
Arie Smit,Padi Fields,441280,1,102480,128100,Signed and Dated,126.5,126.5,1976,Oil / Canvas,168,2019/5/26,1
Arie Smit,The Village Temple,NA,0,23060,35870,Signed and Dated,95,95,2002,Acrylic / Canvas,169,2019/5/26,1
Arie Smit,Afternoon Bathing,19890,1,23060,35870,Signed and Dated,70,68,2000,Acrylic / Canvas,170,2019/5/26,1
Arie Smit,Resting on the Bale (Pura Ungu),42840,1,35870,48680,Signed and Dated,52,70,1987,Acrylic / Canvas,171,2019/5/26,1
Adrien Jean Le Mayeur de Merpres,La Ferme Rose à Uccle,NA,0,19220,25620,Signed Lower Left,50,70,NA,Oil / Canvas,172,2019/5/26,1
Willem Dooyewaard,Balinese Girl With Offering Plate,NA,0,76860,102480,Signed and Dated,87,66.5,1922,Oil / Canvas,173,2019/5/26,1
